legacyId	codigoBarras	nome	descricao	fabricante	precoVenda	estoque
48587		GABAPENTINA 400 MG C/ 30 CPR(C1)	GABAPENTINA 400 MG C/ 30 CPR(C1)	PRATI DONADUZZI	59.99	1
59574		GASTROGEL 20CPR MASTIGAVEIS -ALUM+MAGN+SIMET	GASTROGEL 20CPR MASTIGAVEIS -ALUM+MAGN+SIMET	MEDQUIMICA	18.99	3
59808		GASTROGEL BOLSO 10ML	FLACONETE	MEDQUIMICA	4.00	6
59397		GASTROGEL MENTA MAST C/120COMP- HIDROX DE ALUMINI	GASTROGEL MENTA MAST C/120COMP- HIDROX DE ALUMINI	ACRIPEL DISTRIBUIDORA PERNAMBUCO LTDA	9.99	9
58779		GEL INTIMO LUBRIF. MENTA 50GRILEX	GEL INTIMO LUBRIF. MENTA 50GRILEX	PERFUMARIA HIGIENE BELEZA	12.49	2
58780		GEL INTIMO LUBRIF. MORANGO 50GRILEX	GEL INTIMO LUBRIF. MORANGO 50GRILEX	PERFUMARIA HIGIENE BELEZA	10.99	2
59110		GEL LUBR INTIMO RILEXTRADICIONAL 50G	GEL LUBR INTIMO RILEXTRADICIONAL 50G	PBMED DISTRIBUIDORA LTDA	10.99	2
59044		GEL LUBRIFICANTE RILEX SACHETRADICIONAL 3-RIL	GEL LUBRIFICANTE RILEX SACHETRADICIONAL 3-RIL	PBMED DISTRIBUIDORA LTDA	5.99	1
17204		GELMAX PAPAIA/CASSIS 24CPR	COM MAST.C/ 20 BL.X6	EMS	7.40	5
57721		GELO-BIO	0,044mg pom derm bg x 20g	UNIAO QUIMICA	10.99	4
57024		GESTANTINY 30 CPR LAPON(LAPON)	GESTANTINY 30 CPR LAPON(LAPON)	LAPON	29.99	1
48582		GINKGO VITAL 80 MG C/ 30 CPR	80 MG C/ 30 CPR	CATARINENSE	34.99	1
17307		GLIBENCLAMIDA 5 MG C/ 30 CPREMS	GLIBENCLAMIDA 5 MG C/ 30 CPREMS	EMS	5.99	2
52607		GLICEL INF LAC 06 SP GLICERINABRA.	GLICEL INF LAC 06 SP GLICERINABRA.	BRASTERAPICA	11.69	1
58234		GLICENIX 2,30G ADT SUP 6 GLB	sup de glicerina 2,275 g c/6	PHARMASCIENCE	14.99	0
56822		GLICERINA PURA FARMAX 100ML1X1	GLICERINA PURA FARMAX 100ML1X1	FARMAX	8.99	4
57107		GLICLAZIDA 30MG 30CPR TRT	30CP	TORRENT	19.99	0
56988		GLIFAGE XR 500MG C 30 COMP	XR 500	MERCK	12.25	6
42533		GLIMEPIRIDA 4 MG C/ 30 CPR	4 MG C/ 30 CPR	CIMED	11.99	1
57564		GRIPALCE CPR 10 (BRAST)	10CP	BRASTERAPICA	6.00	4
17562		GRIPIN CX 20CP	GRIPIN CX 20CP	MEDQUIMICA	14.99	0
56713		GUACOFLUS XPE 100ML (AIRELA)	100ML	AIRELA	13.99	2
59968		GUAKOEXPEC XAROPE 01,MGML FRC 150ML	GUAKOEXPEC XAROPE 01,MGML FRC 150ML	VITAMED	16.99	2
59691		HALLS UVA VERDE NOVO	28G	POLYBALAS DISTIRIBUIDORA	2.50	2
59401		HASTES BABY FLEXIVEISNATHYBABY COTTON DE 75UN	HASTES BABY FLEXIVEISNATHYBABY COTTON DE 75UN	BIOMED MATERIAL MEDICO HOSPITALAR LTDA	3.49	12
60022		HASTES FLEX NATHY 75UN	75UNID	BIOMED MATERIAL MEDICO HOSPITALAR LTDA	3.49	10
59860		HEDERA HELIX 7MG 100ML (VTM)	100ML	VITAMED	15.99	3
60038		HEMIFUMARATO DE BISOPROLOL 10MG C/3030COMP		PHARLAB	50.99	0
59810		HEMIFUMARATO DE BISOPROLOL5MG C/30 COMP	HEMIFUMARATO DE BISOPROLOL5MG C/30 COMP	PHARLAB	49.99	1
58920		HEMITARTARATO DE ZOLPIDEMBIOLAB 5MG C/30 B1	HEMITARTARATO DE ZOLPIDEMBIOLAB 5MG C/30 B1	BIOLAB SANUS	59.99	1
57347		HIDRALI GUARANA 500ML SOL OR	500ML	AIRELA	13.99	0
59929		HIDRALI LARANJA SOL 500MLAIRELA	HIDRALI LARANJA SOL 500MLAIRELA	AIRELA	13.99	1
59105		HIDRALI SAIS GUARANA PO 4ENV	PO 4ENV	AIRELA	16.49	0
60054		HIDRALI TUTTI FRUT SOL 500ML AIRELA500ML		AIRELA	13.99	0
59184		HIDRALI UVA ROXA 500ML AIRELA	UVA ROXA 500ML	AIRELA	13.99	1
57732		HIDRALYTE 45 TUTTI-FRUTTI C/ 500ML (NATUL)	HIDRALYTE 45 TUTTI-FRUTTI C/ 500ML (NATUL)	NATULAB	18.99	1
17982		HIDRAT NIVEA BODY MILK EX SECA200 ML	HIDRAT NIVEA BODY MILK EX SECA200 ML	NIVEA	21.99	2
17989		HIDRAT NIVEA MILK C/HYDRA QI 400ML	HIDRAT NIVEA MILK C/HYDRA QI 400ML	NIVEA	32.99	2
58040		HIDRATANTE GELEIA DE VASELINAVASEMAX 25G (FARMA)	HIDRATANTE GELEIA DE VASELINAVASEMAX 25G (FARMA)	FARMAX	6.49	3
55358		HIDROCLOROTIAZIDA 25 MG C/ 30CPR	HIDROCLOROTIAZIDA 25 MG C/ 30CPR	MEDQUIMICA	4.00	5
18093		HIDROCLOROTIAZIDA 25 MG C/ 30CPR CIMED	HIDROCLOROTIAZIDA 25 MG C/ 30CPR CIMED	CIMED	4.00	1
18096		HIDROCLOROTIAZIDA 25 MG C/ 30CPR LEGRAND	HIDROCLOROTIAZIDA 25 MG C/ 30CPR LEGRAND	LEGRAND PHARMA	4.99	3
18094		HIDROCLOROTIAZIDA 25 MG C/ 30PR EMS	HIDROCLOROTIAZIDA 25 MG C/ 30PR EMS	EMS	4.99	1
18101		HIDROCLOROTIAZIDA 50 MG C/ 20CPR	HIDROCLOROTIAZIDA 50 MG C/ 20CPR	NEO QUIMICA	4.99	4
57337		HIDROGEL C/AGE GEL 30G TROL	30G	HADASSAH COSMETICOS	35.99	1
56914		HIDROGEL COM AGE 60G (TROL)	60G	HADASSAH COSMETICOS	53.99	1
18130		HIDROXIZINA CLORID. 25 MG C/ 30CPR	HIDROXIZINA CLORID. 25 MG C/ 30CPR	LEGRAND PHARMA	42.99	2
59711		HISCONGEX 20ML NEO QUIMICA	20ML	NEO QUIMICA	17.99	1
18180		HISTADIN 10 MG C/ 12 CPR UNIAOQUIMICA	HISTADIN 10 MG C/ 12 CPR UNIAOQUIMICA	UNIAO QUIMICA	9.99	3
18184		HISTAMIN 2 MG C/ 20 CPR NEOQUIMICA	HISTAMIN 2 MG C/ 20 CPR NEOQUIMICA	NEO QUIMICA	9.99	11
18185		HISTAMIN XPE C/ 100 ML NEOQUIMICA	HISTAMIN XPE C/ 100 ML NEOQUIMICA	NEO QUIMICA	19.99	4
59242		HOLMES 20MG C 30 COMP REV	30COMP	EUROFARMA	49.90	1
59243		HOLMES 40MG 30CPR	30COMP	EUROFARMA	52.00	1
57293		HYSTIN	2mg/5ml sol or fr x 120ml	GEOLAB	14.99	8
41556		HYSTIN 2 MG C/ 20 CPR	2 MG C/ 20 CPR	GEOLAB	6.99	5
18220		HYTOS PLUS XPE 100 ML UNIAOQUIMICA	HYTOS PLUS XPE 100 ML UNIAOQUIMICA	UNIAO QUIMICA	29.99	2
57702		IBUFLEX (FLIB)	400MG BL X 4CPS GEL MOL	LEGRAND PHARMA	6.00	13
42398		IBUFLEX 30 ML - L	100 MG C/ 30 ML	LEGRAND PHARMA	9.99	4
18227		IBUFLEX 400 MG C/ 8 CPS GELLEGRAND	IBUFLEX 400 MG C/ 8 CPS GELLEGRAND	LEGRAND PHARMA	15.99	5
57214		IBUPRIL 400MG CAPS GEL C/08(TEUTO)	IBUPRIL 400MG CAPS GEL C/08(TEUTO)	TEUTO	12.00	0
41620		IBUPRIL 600 MG C/ 20 CPR.	600 MG C/ 20 CPR	TEUTO	11.99	2
59514		IBUPROFENO 100MG GTS 20ML	20ML	VITAMED	9.99	9
58705		IBUPROFENO 400MG CAP MOLE C/8GEN	IBUPROFENO 400MG CAP MOLE C/8GEN	GEOLAB	13.99	0
59312		IBUPROFENO 600 MG C/10 CAPS	10CAPS	VITAMED	19.99	6
59669		IBUPROFENO 600MG C/20 COMP (-)	20COMP	VITAMED	12.99	27
56993		IBUPROFENO GTS 100MG GEOLAB	20ML	GEOLAB	6.00	2
57052		IBUPROTRAT INF C/SER LAR 100ML(IBUPROFENO)	IBUPROTRAT INF C/SER LAR 100ML(IBUPROFENO)	NATULAB	24.99	2
60063		IM CRISP BAR BROWNIE DE CHOCOL1 UNID 45G		INTEGRALMEDICA	9.99	0
59682		IM CRISP BAR CREME DE COCO(INTEG)	IM CRISP BAR CREME DE COCO(INTEG)	INTEGRALMEDICA	9.99	1
59893		IM CRISP BAR TRUFA AVELA 12UND V2	IM CRISP BAR TRUFA AVELA 12UND V2	INTEGRALMEDICA	9.99	0
60015		IMEGOV ENV NUTIVIT	6COMP	PBMED DISTRIBUIDORA LTDA	4.00	20
57456		INDAPAMIDA	1,5mg x 30cpr rev	GEOLAB	16.99	1
18396		INFRALAX C/ 15 CPR	C/ 15 CPR	EMS	9.99	0
59918		IODO 200% IDR 30CPS KATIGUA	30CAPS	EXPRESS DIST. DE MEDICAMENTOS LTDA	26.99	1
18505		IPRATROPIO BROMETO GTS C/ 20ML U.Q	IPRATROPIO BROMETO GTS C/ 20ML U.Q	UNIAO QUIMICA	11.99	3
58923		ISDIN UREADIN BATH GEL100ML-DEMAIS PROD	ISDIN UREADIN BATH GEL100ML-DEMAIS PROD	ISDIN	29.99	1
58502		IVERMECTINA 6MG C/4 COMPGMD-GENERICO	IVERMECTINA 6MG C/4 COMPGMD-GENERICO	GERMED	12.99	2
41561		IVERMECTINA-6 MG C/ 4 CPR GEN	6 MG C/ 4 CPR	VITAPAN	14.99	8
59311		JALAPA ALEMA LAPON 30ML(AGUARDENTE)	JALAPA ALEMA LAPON 30ML(AGUARDENTE)	PBMED DISTRIBUIDORA LTDA	4.99	5
18701		K MED GEL 50 GR	GEL LUBRIFICANTE 50 GR	CIMED	13.99	6
59172		K-MED 2 EM 1 GEL FR 50 G	2X1 50G	CIMED	19.99	1
55521		K-MED GEL HOT 200 GR	GEL LUBRIFICANTE 203 GR	CIMED	38.99	2
57245		K-SEX HOT (FLIB)	gel bg x 50g	UNIAO QUIMICA	11.99	3
58586		KAODINE 10MG/ML LOCAO C/60 ML -PERMETRINA	KAODINE 10MG/ML LOCAO C/60 ML -PERMETRINA	GEOLAB	14.99	4
58402		KAODINE 50 MG/ML LOC FR PLASOPC X 60 ML (GEOLA)	KAODINE 50 MG/ML LOC FR PLASOPC X 60 ML (GEOLA)	GEOLAB	19.99	3
38960		KAOSEC 2 MG C/ 4 CPR (C1)	50X4	PHARMASCIENCE	2.00	69
37288		KELTRINA-5% LOCAO CREMOSA 60ML C/C	KELTRINA-5% LOCAO CREMOSA 60ML C/C	MULTILAB	17.99	1
59847		KIT BABY MURIEL CAMOMILA SH ECOND 100ML	KIT BABY MURIEL CAMOMILA SH ECOND 100ML	MURIEL COSMETICOS	19.99	1
59480		KIT BEPANTRIZ 50 MG/G POM 3 BGX 30 G	KIT BEPANTRIZ 50 MG/G POM 3 BGX 30 G	CIMED	10.99	4
59853		KIT DE NEBULIZACAO ROSCAADULTO MD1200	KIT DE NEBULIZACAO ROSCAADULTO MD1200	BIOMED MATERIAL MEDICO HOSPITALAR LTDA	14.99	1
57609		KIT DERMAFEME FR 2 X 200 ML TUTFRU LARI	KIT DERMAFEME FR 2 X 200 ML TUTFRU LARI	CIMED	23.99	1
56980		KIT DERMAFEME FRESH FR 2 X 200ML	KIT DERMAFEME FRESH FR 2 X 200ML	CIMED	23.99	2
59979		KIT FPS 70 200G + FPS 50 120GSUNLESS	KIT FPS 70 200G + FPS 50 120GSUNLESS	PBMED DISTRIBUIDORA LTDA	74.99	1
59848		KIT INF BABY MURIEL SH+CONDMENINO 100ML	KIT INF BABY MURIEL SH+CONDMENINO 100ML	MURIEL COSMETICOS	20.99	1
57327		KIT MED GLICOSE FREE LITE AUTOCODE G-TECH	KIT MED GLICOSE FREE LITE AUTOCODE G-TECH	G TECH	83.99	1
19146		KIT MEDIDOR DE GLICOSE G-TECHFREE 1	KIT MEDIDOR DE GLICOSE G-TECHFREE 1	PERFUMARIA HIGIENE BELEZA	64.99	1
58536		KIT MICRONEBULIZACAO ADULTO(ROSCA)	KIT MICRONEBULIZACAO ADULTO(ROSCA)	PERFUMARIA HIGIENE BELEZA	16.99	3
58533		KIT MICRONEBULIZACAO INFANTIL(ROSCA)	KIT MICRONEBULIZACAO INFANTIL(ROSCA)	PERFUMARIA HIGIENE BELEZA	16.99	2
59773		KIT MURIEL BABY LAVANDASH100+COND100ML	KIT MURIEL BABY LAVANDASH100+COND100ML	MARTINS COMERCIO E SERVI OS	19.99	1
59772		KIT PROT SOLAR SUNLESS FPS50120G+KIDS FPS60 120G	KIT PROT SOLAR SUNLESS FPS50120G+KIDS FPS60 120G	MARTINS COMERCIO E SERVI OS	67.99	3
58939		KURAMEDHEMOFISS POM 30 G BGX 1 APLIC	KURAMEDHEMOFISS POM 30 G BGX 1 APLIC	CIMED	22.99	1
57098		LACTO PURGA	5mg disp c/25bl x 6cpr rev	COSMED	6.36	12
58618		LANCETA C 100 28G	LANCETA	G TECH	14.99	2
58699		LANCETAS DE SEGUR. 28G MINI CXC/100 - ACCUMED	LANCETAS DE SEGUR. 28G MINI CXC/100 - ACCUMED	G TECH	32.99	1
57156		LAVANDA BARUEL BABY TOQUEFRESCOR	LAVANDA BARUEL BABY TOQUEFRESCOR	BARUEL	21.49	2
56911		LAVANDA INFANTIL TROL (TROL)	200ML	HADASSAH COSMETICOS	17.99	1
19707		LAVANDA J&J BABY 200 ML	200 ML	JOHNSON & JOHNSON	35.99	1
58516		LAVITAN CAFEINA 200MG CAPSFRX100	LAVITAN CAFEINA 200MG CAPSFRX100	CIMED	59.99	2
59962		LAVITAN COLAGENOVERISOL+AC.H PO PT300G	LAVITAN COLAGENOVERISOL+AC.H PO PT300G	CIMED	89.99	1
19710		LAVITAN HAIR C/ 30 CPS	LAVITAN HAIR C/ 30 CPS	CIMED	27.99	3
57819		LAVITAN IMUNIDADE C/30 CPR(CIMED)	LAVITAN IMUNIDADE C/30 CPR(CIMED)	CIMED	42.99	2
58275		LAVITAN LUTEINA/60 CAPS	60CAPS	CIMED	62.99	1
19713		LAVITAN MULHER C/ 60 CPR	C/ 60 CPR	CIMED	33.99	1
58328		LAVITAN PRIMULA FEMME 60 CAPS	LAVITAN PRIMULA FEMME 60 CAPS	CIMED	45.99	1
19718		LAVITAN SUPLEMENTOS AZ 60CPR	LAVITAN SUPLEMENTOS AZ 60CPR	CIMED	32.99	2
58823		LAVITAN VIT CABELO BARBA HOMCAP 4BL X15	LAVITAN VIT CABELO BARBA HOMCAP 4BL X15	CIMED	35.99	1
57407		LAVITAN VIT CABELOS E UNHASCAP 4 BL X15	LAVITAN VIT CABELOS E UNHASCAP 4 BL X15	CIMED	39.99	1
59582		LAVITAN VIT E CAPS GEL FR X 30	30CAPS	CIMED	34.99	1
56978		LAVITAN VIT INF COMP MAST FR 60TUT FRUT	LAVITAN VIT INF COMP MAST FR 60TUT FRUT	CIMED	32.99	1
57817		LAVITAN VIT-D SOL OR FR 30ML	30ML	CIMED	21.99	3
59752		LAVITAN ZMA FEMME COMP 2 BL X15	LAVITAN ZMA FEMME COMP 2 BL X15	CIMED	31.99	2
57191		LAXENOL (OLEO MINERAL) 100ML	100ML	NATULAB	12.99	1
59529		LEIBA 1 BI X6 PO SACHE (AL)	6 SACHES	UNIAO QUIMICA	28.99	2
54788		LEITE DE MAGNESIA MAGMAXHORTELA 100 ML-NT	LEITE DE MAGNESIA MAGMAXHORTELA 100 ML-NT	NATULAB	10.99	3
19795		LEITE DE ROSAS GDE 170ML	170 ML	PERFUMARIA HIGIENE BELEZA	6.49	2
19797		LEITE DE ROSAS MED 100 ML	TRADICIONAL	PERFUMARIA HIGIENE BELEZA	4.49	2
59032		LENC UMED PIQUITUCHO 120UNTOALHINHAS(E)*	LENC UMED PIQUITUCHO 120UNTOALHINHAS(E)*	MARTINS COMERCIO E SERVI OS	13.99	7
59902		LENCO UMED MILI INTIMA FEM20UND	LENCO UMED MILI INTIMA FEM20UND	DICOPLAST DIST E COM DE PLASTICOS LTDA	4.99	6
57276		LENCOS UME.ENLACE 48	48 UNID	PERFUMARIA HIGIENE BELEZA	7.99	4
56898		LEVEDURA DE CERVEJA 500MG 280CPR (LAPON)	LEVEDURA DE CERVEJA 500MG 280CPR (LAPON)	LAPON	31.99	1
57358		LEVOFLOXACINO	500mg x 7cpr rev	TEUTO	29.99	2
56141		LEVOFLOXACINO 750 MG C/ 7 CPR	750 MG C/ 7 CPR REV	EUROFARMA	44.99	1
58405		LEVOTIROXINA 150MCG 30CPR -GEN MER	LEVOTIROXINA 150MCG 30CPR -GEN MER	MERCK	17.80	1
58406		LEVOTIROXINA 50MCG 30CPR - GENMER	LEVOTIROXINA 50MCG 30CPR - GENMER	MERCK	13.18	1
58407		LEVOTIROXINA 75MCG 30CPR - GENMER	LEVOTIROXINA 75MCG 30CPR - GENMER	MERCK	14.41	2
58663		LEVOTIROXINA SODICA 125MCG30CPR MRCK	LEVOTIROXINA SODICA 125MCG30CPR MRCK	MERCK	16.50	1
58509		LEVOTIROXINA SODICA 25MCG30CPR MRCK	LEVOTIROXINA SODICA 25MCG30CPR MRCK	MERCK	11.94	2
59694		LEVOTIROXINA SODICA 88MCG30CPR MRCK	LEVOTIROXINA SODICA 88MCG30CPR MRCK	MERCK	17.39	1
20083		LIDOCAINA CLORID. PDA LARANJA	50 MG PDA C/ 25 G SB LARANJA	EMS	19.33	3
25897		LIDOCAINA URETRAL PHARLAB	20MG 30G	PHARLAB	19.99	6
58472		LIMIAR 75MG C/30 CAPS	30CP	EUROFARMA	61.99	1
59072		LIP MANTEIGA DE CACAU ROLLONC/20 RIVKA	LIP MANTEIGA DE CACAU ROLLONC/20 RIVKA	BIOFARMA	5.99	29
26312		LOCAO REPEL XO INSETO KIDS100ML	LOCAO REPEL XO INSETO KIDS100ML	CIMED	19.49	1
57974		LORATADINA 10 MG COM X 12	12CP	UNIAO QUIMICA	9.99	3
57227		LORATADINA 10MG 12CPR CMD	10MG	CIMED	5.99	3
58587		LORATADINA 1MG/ML XPE 100ML	100ML	AIRELA	14.99	0
20459		LORATADINA XPE 100 ML CIMED	1 MG XPE C/ 100 ML	CIMED	14.99	2
20479		LORATAMED SUSP 100ML CIMED	XPE C/ 100 ML	CIMED	18.99	2
59449		LOSARTANA +HIDROCLOROTIAZIDA 100/25MGC/30	LOSARTANA +HIDROCLOROTIAZIDA 100/25MGC/30	TEUTO	22.99	2
20500		LOSARTANA POTASSICA 50 MG C/30 CPR EMS	LOSARTANA POTASSICA 50 MG C/30 CPR EMS	EMS	3.00	4
20503		LOSARTANA POTASSICA 50 MG C/30 CPR LEGRAND	LOSARTANA POTASSICA 50 MG C/30 CPR LEGRAND	LEGRAND PHARMA	4.99	23
20506		LOSARTANA POTASSICA 50 MG C/30 CPR NEOQ.	LOSARTANA POTASSICA 50 MG C/30 CPR NEOQ.	NEO QUIMICA	4.99	58
58698		LOSARTANA POTASSICA+ HCT	50mg+12,5mg x 30cpr rev	SANDOZ - HEXAL	14.99	2
20518		LOSARTANA+HIDROCL.50+25 MG C/30 CPR EUROF	LOSARTANA+HIDROCL.50+25 MG C/30 CPR EUROF	EUROFARMA	19.99	1
58912		LOZEPREL 40MG 28CAPS(OMEPRAZOL)	LOZEPREL 40MG 28CAPS(OMEPRAZOL)	MULTILAB	21.99	4
60027		LUBRIF.RILEX MORANGO 200G	200G	PBMED DISTRIBUIDORA LTDA	35.99	1
58793		LUBRIF.RILEX TRADICIONAL 200G	200G	PERFUMARIA HIGIENE BELEZA	31.99	2
59115		LUBRIFIK LUBRIFICANTE INTIMOGEL BG 50G	LUBRIFIK LUBRIFICANTE INTIMOGEL BG 50G	CIMED	7.99	3
56709		LUFBEM GTS 15ML (SIMETICONA)	GTS	NATULAB	6.99	3
58694		LUVA CIRURGICA ESTERIL 7.0 (PAR)(.)	LUVA CIRURGICA ESTERIL 7.0 (PAR)(.)	PERFUMARIA HIGIENE BELEZA	3.99	6
58693		LUVA CIRURGICA ESTERIL 7.5 (PAR)(.)	LUVA CIRURGICA ESTERIL 7.5 (PAR)(.)	PERFUMARIA HIGIENE BELEZA	3.99	1
58690		LUVA DE PROCEDIMENTO MEDIXTAM-PP C/100UND	LUVA DE PROCEDIMENTO MEDIXTAM-PP C/100UND	MEDICAL SYSTEM	25.99	1
59674		LUVA DESCARTAVEL LATEX C/POTAM G 100UN	LUVA DESCARTAVEL LATEX C/POTAM G 100UN	MEDICAL SYSTEM	36.99	2
59300		LUVA DESCARTAVEL LATEX C/POTAM M 100UN	LUVA DESCARTAVEL LATEX C/POTAM M 100UN	BIOMED MATERIAL MEDICO HOSPITALAR LTDA	36.99	3
59255		LUVA LATEX C/PO P CX 100 UNTALGE	LUVA LATEX C/PO P CX 100 UNTALGE	BIOMED MATERIAL MEDICO HOSPITALAR LTDA	34.99	1
1126		MACRODANTINA 100 MG C/ 28 CPS	100 MG C/ 28 CPS	MANTECORP - FARMASA	17.67	2
54787		MAGMAX 100 ML (HIDROXIDO DEMAGNESIO)	MAGMAX 100 ML (HIDROXIDO DEMAGNESIO)	NATULAB	11.49	3
58429		MAGMAX 300ML NATURAL(HIDROXIDO MAGNESIO)	MAGMAX 300ML NATURAL(HIDROXIDO MAGNESIO)	NATULAB	19.99	2
58558		MAGMAX HORTELA SUS OR80MG/ML X 300ML (NATUL)	MAGMAX HORTELA SUS OR80MG/ML X 300ML (NATUL)	NATULAB	19.99	2
59445		MAGNAZIA COMP MAST 2 BL X 15FARMA	MAGNAZIA COMP MAST 2 BL X 15FARMA	CIMED	14.99	1
20751		MAGNAZIA SUSP ORAL 240 MLCIMED	MAGNAZIA SUSP ORAL 240 MLCIMED	NECKERMAN	19.99	2
57911		MAGNESIO DIMALATO 60 CAPSLAPON	MAGNESIO DIMALATO 60 CAPSLAPON	LAPON	24.99	1
59648		MAGPLUSBIOTREONATO(MAGNESIO+TREONINA+CAFEINA) C/6	MAGPLUSBIOTREONATO(MAGNESIO+TREONINA+CAFEINA) C/6	HERBARIUM	54.99	3
59651		MAGPLUS MAGNESIO DIMALATO400MG C/ 60 CAPS(HERBAME	MAGPLUS MAGNESIO DIMALATO400MG C/ 60 CAPS(HERBAME	HERBARIUM	49.99	2
59652		MAGPLUS MDK(MAGNESIO + VIT.D3+ VIT.K2) C/ 60 CAPS	MAGPLUS MDK(MAGNESIO + VIT.D3+ VIT.K2) C/ 60 CAPS	HERBARIUM	54.99	1
59753		MAL DEXCLORFENIRAMI 0,4MG120ML (-) VITA	MAL DEXCLORFENIRAMI 0,4MG120ML (-) VITA	VITAMED	12.99	3
42132		MAMYLAN C/ 30 GR	BG C/ 30 GR	UNIAO QUIMICA	30.99	1
59937		MANA FIBRAS KIDS 30ML (SOBRA)	MANA FIBRAS	SOBRAL	11.99	1
58692		MANTEIGA DE CACAU BASTAO 1(TROL)	MANTEIGA DE CACAU BASTAO 1(TROL)	TRB PHARMA	2.99	59
60065		MANTEIGA DE SUCURI GEL 130G130G		EXPRESS DIST. DE MEDICAMENTOS LTDA	19.99	0
59592		MASC TRESEMME BLIND ANTIUMI400G	MASC TRESEMME BLIND ANTIUMI400G	SANTA CRUZ DISTRIBUIDORA	29.99	1
59698	0705333487596	MASCARA DESC FACIAL AZUL	50UNID	BIOMED MATERIAL MEDICO HOSPITALAR LTDA	15.99	1
57064		MASCARA DESC TRIPL C/ELAS50UN BRANCA TA	MASCARA DESC TRIPL C/ELAS50UN BRANCA TA	PERFUMARIA HIGIENE BELEZA	12.99	0
58954		MASCARA TRIPLA INFANTIL COMELASTICO AZUL C/50 HC6	MASCARA TRIPLA INFANTIL COMELASTICO AZUL C/50 HC6	PERFUMARIA HIGIENE BELEZA	15.49	2
58955		MASCARA TRIPLA INFANTIL COMELASTICO ROSA C/50 HC6	MASCARA TRIPLA INFANTIL COMELASTICO ROSA C/50 HC6	PERFUMARIA HIGIENE BELEZA	15.49	5
56710		MASFEROL 109MG 40CPR(SULFATO FERROSO)	MASFEROL 109MG 40CPR(SULFATO FERROSO)	NATULAB	15.99	4
21474		MASSAGEOL AEROSOL 120 ML NEOQUIMICA	MASSAGEOL AEROSOL 120 ML NEOQUIMICA	NEO QUIMICA	23.99	2
21475		MASSAGEOL PDA 15 GR	PDA 15 GR	NEO QUIMICA	10.99	2
21476		MASSAGEOL PDA 30 GR	PDA 30 GR	NEO QUIMICA	13.49	1
58491		MATERDAY METILFOLATO 30CAPECO	MATERDAY METILFOLATO 30CAPECO	EIC DO BRASIL	44.99	1
21487		MATERNA C/ 30 DRG	DRG CT FR C/30	WYETH	74.99	1
57319		MATHERLLY GEST 1000MG C/ 30COMP (NATUR)	MATHERLLY GEST 1000MG C/ 30COMP (NATUR)	NATULAB	44.99	1
57320		MATHERLLY LACT 750MG C/ 30COMP (NATUR)	MATHERLLY LACT 750MG C/ 30COMP (NATUR)	NATULAB	39.90	1
56711		MAXALGINA 1G 10 CPR (NATULAB)	1G 10CPR	NATULAB	8.50	4
41609		MAXALGINA GTS FR C/ 20 ML (-)	500 MG/ML	NATULAB	6.99	1
21502		MAXIDEX SOL OFT 5ML	SOL OFT FR C/ 5 ML	NOVARTIS	12.03	1
57221		MAXIFLOX-D COL 5ML	5ML	LATINOFARMA	47.78	1
21511		MAXSULID 400 MG C/ 10 CPR	400 MG C/ 10 CPR	HYPERMARCAS	52.30	1
58211		MECOBE 1000MCG C 30 CP SUB	30CP	MYRALIS PHARMA	51.63	1
58521		MEDIDOR DE GLICOSE ON CALLPLUS II	MEDIDOR DE GLICOSE ON CALLPLUS II	PERFUMARIA HIGIENE BELEZA	61.99	1
21797		MEL ROSADO 30ML FARMAX	EXTRATO FLUIDO DE ROSAS RUBRAS 10%	FARMAX	9.99	4
21818		MELAGRIAO XPE 150 ML	VD 150 ML	CATARINENSE	23.99	2
59899		MELATONINA + VIT B6 0,21MG30CPS	MELATONINA + VIT B6 0,21MG30CPS	EXPRESS DIST. DE MEDICAMENTOS LTDA	21.99	2
57353		MELATONINA 20 ML SOLUCAOGOTAS (AL)	MELATONINA 20 ML SOLUCAOGOTAS (AL)	UNIAO QUIMICA	23.99	1
58581		MELATONINA FR C/300 COMP OROD	300CP	UNIAO QUIMICA	45.99	1
57791		MELATONINA MARACUJA 90 CPR	90CP	NEO QUIMICA	19.99	3
59482		MELOXICAM 15MG 10CPR GEN	10COMP	GEOLAB	9.99	0
56865		MELOXICAM 15MG 10CPR(PHARLAB)	MELOXICAM 15MG 10CPR(PHARLAB)	PHARLAB	11.99	2
59799		MESILATO DOXAZOSINA 4MG30CPR CMD	MESILATO DOXAZOSINA 4MG30CPR CMD	CIMED	19.99	1
56770		METFORMINA 850MG 30 CPR GNGEOLAB	METFORMINA 850MG 30 CPR GNGEOLAB	GEOLAB	12.99	4
21929		METFORMINA CLORID. 500 MG C/ 30CPR TEUTO	METFORMINA CLORID. 500 MG C/ 30CPR TEUTO	TEUTO	9.41	16
21940		METFORMINA CLORID. 850 MG C/ 30CPR PRATI	METFORMINA CLORID. 850 MG C/ 30CPR PRATI	PRATI DONADUZZI	11.99	1
21943		METFORMINA CLORID. 850 MG C/ 30CPR TEUTO	METFORMINA CLORID. 850 MG C/ 30CPR TEUTO	TEUTO	11.99	0
21952		METILDOPA 250 MG C/ 30 CPR	250 MG C/ 30 CPR	EMS	32.69	1
